LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
3492,1,1,MEMBER_ID,VARCHAR2
3492,1,2,PAT_LNAME,VARCHAR2
3492,1,3,PAT_FNAME,VARCHAR2
3492,1,4,SUBSCR_ID,VARCHAR2
3492,1,5,SUBS_ADDRESS1,VARCHAR2
3492,1,6,SUBS_ADDRESS2,VARCHAR2
3492,1,7,SUBS_ADDRESS3,VARCHAR2
3492,1,8,SUBS_CITY,VARCHAR2
3492,1,9,SUBS_STATE,VARCHAR2
3492,1,10,SUBS_ZIP_CD,VARCHAR2
3492,1,11,PAT_DOB,DATE
3492,1,12,PAT_SEX,VARCHAR2
3492,1,13,PAT_SEX_REL,VARCHAR2
3492,1,14,GROUP_PRFX,VARCHAR2
3492,1,15,GROUP_BASE,VARCHAR2
3492,1,16,GROUP_SUFX,VARCHAR2
3492,1,17,COVER_BEG,DATE
3492,1,18,COVER_END,DATE
3492,1,19,COVERAGE_STAT,VARCHAR2
3492,1,20,LOB_CD,VARCHAR2
3492,1,21,ALT_ID,VARCHAR2
