LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
821,1,1,SBSCRBR_ID,VARCHAR2
821,1,2,MBR_SQNC_NBR,VARCHAR2
821,1,3,MBR_BRTH_DT,DATE
821,1,4,MBR_GNDR_CD,VARCHAR2
821,1,5,MBR_REL_CD,VARCHAR2
821,1,6,EMP_ZIP_CD,VARCHAR2
821,1,7,MBR_EFCTV_DT,DATE
821,1,8,MBR_TERM_DT,DATE
821,1,9,PROD_ID,VARCHAR2
821,1,10,ACCT_NBR,VARCHAR2
821,1,11,SUBGRP_NBR,VARCHAR2
821,1,12,DEPT_NBR,VARCHAR2
821,1,13,HLTH_CLASS_COV_CD,VARCHAR2
821,1,14,PKG_NBR,VARCHAR2
821,1,15,EMP_CNTRCT_TYPE,VARCHAR2
821,1,16,MBR_FIRST_NM,VARCHAR2
821,1,17,MBR_LAST_NM,VARCHAR2
821,1,18,MBR_SSN,VARCHAR2
