3741,1,1,MCIDD,NUMBER,19
3741,1,2,CLMNBRD,VARCHAR2,15
3741,1,3,CLMNBR,VARCHAR2,24
3741,1,4,LINENBR,VARCHAR2,6
3741,1,5,FROMDT,DATE,10
3741,1,6,ENDDT,DATE,10
3741,1,7,CLMSTAT,VARCHAR2,5
3741,1,8,SRVYR,VARCHAR2,4
3741,1,9,SRVQTR,VARCHAR2,2
3741,1,10,SRVMT,VARCHAR2,2
3741,1,11,CPTCDD,VARCHAR2,8
3741,1,12,REVCDD,VARCHAR2,8
3741,1,13,CPTMODD,VARCHAR2,3
3741,1,14,BILLUNIT,NUMBER,19
3741,1,15,PAIDUNIT,NUMBER,19
3741,1,16,PATPYAMT,NUMBER,19
3741,1,17,BILLAMT,NUMBER,19
3741,1,18,COVDAMT,NUMBER,19
3741,1,19,ALOWAMT,NUMBER,19
3741,1,20,PAIDAMT,NUMBER,19
3741,1,21,HCFAPOTD,VARCHAR2,5
3741,1,22,NETWORK,VARCHAR2,5
3741,1,23,PRIMDX,VARCHAR2,10
3741,1,24,SECDX1,VARCHAR2,10
3741,1,25,SECDX2,VARCHAR2,10
3741,1,26,SECDX3,VARCHAR2,10
3741,1,27,SECDX4,VARCHAR2,10
3741,1,28,SECDX5,VARCHAR2,10
3741,1,29,SECDX6,VARCHAR2,10
3741,1,30,SECDX7,VARCHAR2,10
3741,1,31,SECDX8,VARCHAR2,10
3741,1,32,SECDX9,VARCHAR2,10
3741,1,33,IPFLAG,VARCHAR2,5
3741,1,34,AVOID,VARCHAR2,1
3741,1,35,IMAGFLAG,VARCHAR2,1
3741,1,36,ADMITER,VARCHAR2,1
3741,1,37,COINAMT,NUMBER,19
3741,1,38,COPAYAMT,NUMBER,19
3741,1,39,DEDUCT,NUMBER,19
3741,1,40,PENALTY,NUMBER,19
3741,1,41,DFRNTL,NUMBER,19
3741,1,42,OIAMT,NUMBER,19
3741,1,43,BENPAY,VARCHAR2,3
3741,1,44,PARSTAT,VARCHAR2,3
3741,1,45,SPRXFLG,VARCHAR2,1
3741,1,46,CLMKEYD,VARCHAR2,32
3741,1,47,INCYYMM,VARCHAR2,6
3741,1,48,PAT_ACCT_NBR,VARCHAR2,20
3741,1,49,ICDVRSND,VARCHAR2,200
