567,1,1,CZ2GROUP,VARCHAR2,20
567,1,2,CZ2PARTIC,VARCHAR2,20
567,1,3,CZ2SSN,VARCHAR2,9
567,1,4,CZ2PLANID,VARCHAR2,20
567,1,5,CZ2EMPFST,VARCHAR2,15
567,1,6,CZ2EMPLST,VARCHAR2,15
567,1,7,CZ2DEPREL,VARCHAR2,1
567,1,8,CZ2DEPNO,VARCHAR2,2
567,1,9,CZ2PATDOB,DATE,8
567,1,10,CZ2PATSEX,VARCHAR2,1
567,1,11,CZ2PATFST,VARCHAR2,15
567,1,12,CZ2PATLST,VARCHAR2,15
567,1,13,CZ2PATSSN,VARCHAR2,9
567,1,14,CZ2COVERG,VARCHAR2,1
567,1,15,CZ2RECVDT,DATE,8
567,1,16,CZ2CLMNUM,VARCHAR2,12
567,1,17,CZ2CLMLNNUM,VARCHAR2,2
567,1,18,CZ2STATUS,VARCHAR2,1
567,1,19,CZ2PROVID,VARCHAR2,9
567,1,20,CZ2PROVSF,VARCHAR2,3
567,1,21,CZ2PROVNM,VARCHAR2,30
567,1,22,CZ2PRVAD1,VARCHAR2,30
567,1,23,CZ2PRVAD2,VARCHAR2,25
567,1,24,CZ2PRVCTY,VARCHAR2,20
567,1,25,CZ2PRVSTA,VARCHAR2,2
567,1,26,CZ2PRVZIP,VARCHAR2,9
567,1,27,CZ2PRVTYP,VARCHAR2,2
567,1,28,CZ2PRVSPC,VARCHAR2,2
567,1,29,CZ2PRVREF,VARCHAR2,12
567,1,30,CZ2DTSVFM,DATE,8
567,1,31,CZ2DTSVTO,DATE,8
567,1,32,CZ2PLSERV,VARCHAR2,1
567,1,33,CZ2DIVIS,VARCHAR2,4
567,1,34,CZ2DIAG1,VARCHAR2,6
567,1,35,CZ2DIAG2,VARCHAR2,6
567,1,36,CZ2DIAG3,VARCHAR2,6
567,1,37,CZ2DIAG4,VARCHAR2,6
567,1,38,CZ2DIAG5,VARCHAR2,6
567,1,39,CZ2PROC,VARCHAR2,5
567,1,40,CZ2MOD,VARCHAR2,2
567,1,41,CZ2REV,VARCHAR2,3
567,1,42,CZ2PROCDS,VARCHAR2,40
567,1,43,CZ2SERVCD,VARCHAR2,6
567,1,44,CZ2ALTPRC,VARCHAR2,5
567,1,45,CZ2TOOTH,VARCHAR2,2
567,1,46,CZ2TTHSUR,VARCHAR2,5
567,1,47,CZ2UNITS,NUMBER,10
567,1,48,CZ2DRG,VARCHAR2,5
567,1,49,CZ2MCSP,VARCHAR2,7
567,1,50,CZ2UBSTAT,VARCHAR2,2
567,1,51,CZ2TIME,VARCHAR2,2
567,1,52,CZ2CHARGE,VARCHAR2,9
567,1,53,CZ2ACCFLG,VARCHAR2,1
567,1,54,CZ2ACCTYP,VARCHAR2,2
567,1,55,CZ2ACCDTE,DATE,8
567,1,56,CZ2COPAY,VARCHAR2,8
567,1,57,CZ2COBPDO,VARCHAR2,9
567,1,58,CZ2COBRIN,VARCHAR2,9
567,1,59,CZ2COMOUT,VARCHAR2,9
567,1,60,CZ2DEDAMT1,VARCHAR2,9
567,1,61,CZDEDCOD1,VARCHAR2,2
567,1,62,CZDEDAMT2,VARCHAR2,9
567,1,63,CZDEDCOD2,VARCHAR2,2
567,1,64,CZDEDAMT3,VARCHAR2,9
567,1,65,CZDEDCOD3,VARCHAR2,2
567,1,66,CZDEDAMT4,VARCHAR2,9
567,1,67,CZDEDCOD4,VARCHAR2,2
567,1,68,CZ2COIELG1,VARCHAR2,9
567,1,69,CZ2COIELG2,VARCHAR2,9
567,1,70,CZ2COIELG3,VARCHAR2,9
567,1,71,CZ2COIELG4,VARCHAR2,9
567,1,72,CZ2COIELG5,VARCHAR2,9
567,1,73,CZ2COIELG6,VARCHAR2,9
567,1,74,CZ2COIPCT1,VARCHAR2,3
567,1,75,CZ2COIPCT2,VARCHAR2,3
567,1,76,CZ2COIPCT3,VARCHAR2,3
567,1,77,CZ2COIPCT4,VARCHAR2,3
567,1,78,CZ2COIPCT5,VARCHAR2,3
567,1,79,CZ2COIPCT6,VARCHAR2,3
567,1,80,CZ2COIPAT1,VARCHAR2,9
567,1,81,CZ2COIPAT2,VARCHAR2,9
567,1,82,CZ2COIPAT3,VARCHAR2,9
567,1,83,CZ2COIPAT4,VARCHAR2,9
567,1,84,CZ2COIPAT5,VARCHAR2,9
567,1,85,CZ2COIPAT6,VARCHAR2,9
567,1,86,CZ2COICOD,VARCHAR2,8
567,1,87,CZ2OOPDOL,VARCHAR2,9
567,1,88,CZ2OOPCOD1,VARCHAR2,2
567,1,89,CZ2OOPCOD2,VARCHAR2,2
567,1,90,CZ2LFMXD1,VARCHAR2,11
567,1,91,CZ2LFMXC1,VARCHAR2,1
567,1,92,CZ2LFMXD2,VARCHAR2,11
567,1,93,CZ2LFMXC2,VARCHAR2,1
567,1,94,CZ2LFMXD3,VARCHAR2,11
567,1,95,CZ2LFMXC3,VARCHAR2,1
567,1,96,CZ2LFMXD4,VARCHAR2,11
567,1,97,CZ2LFMXC4,VARCHAR2,1
567,1,98,CZ2LFMXD5,VARCHAR2,11
567,1,99,CZ2LFMXC5,VARCHAR2,1
567,1,100,CZ2INEL1,VARCHAR2,9
567,1,101,CZ2INELC1,VARCHAR2,4
567,1,102,CZ2INEL2,VARCHAR2,9
567,1,103,CZ2INELC2,VARCHAR2,4
567,1,104,CZ2SLSPEC,VARCHAR2,1
567,1,105,CZ2SLAGGR,VARCHAR2,1
567,1,106,CZ2PPODSC,VARCHAR2,9
567,1,107,CZ2PPOCOD,VARCHAR2,8
567,1,108,CZ2UACDSC,VARCHAR2,9
567,1,109,CZ2PRECRT,VARCHAR2,9
567,1,110,CZ2TOTPAY,NUMBER,9
567,1,111,CZ2PAYDTE,DATE,8
567,1,112,CZ2PRVAMT,VARCHAR2,9
567,1,113,CZ2PRBANK,VARCHAR2,4
567,1,114,CZ2PROVCK,VARCHAR2,6
567,1,115,CZ2PROVEB,VARCHAR2,10
567,1,116,CZ2CLMAMT,VARCHAR2,11
567,1,117,CZ2CLBANK,VARCHAR2,4
567,1,118,CZ2CLMCHK,VARCHAR2,6
567,1,119,CZ2CLMEOB,VARCHAR2,10
567,1,120,CZ2CLMRMK,VARCHAR2,16
567,1,121,CZ2PRVRMK,VARCHAR2,16
567,1,122,CZ2VOIDDT,DATE,8
567,1,123,FILLER,VARCHAR2,11
