3653,1,1,CUR_CLM_UNIQ_ID,VARCHAR2,150
3653,1,2,CLM_LINE_NUM,VARCHAR2,150
3653,1,3,BENE_HIC_NUM,VARCHAR2,150
3653,1,4,CLM_TYPE_CD,VARCHAR2,150
3653,1,5,CLM_LINE_FROM_DT,DATE,10
3653,1,6,CLM_LINE_THRU_DT,DATE,10
3653,1,7,CLM_LINE_PROD_REV_CTR_CD,VARCHAR2,150
3653,1,8,CLM_LINE_INSTNL_REV_CTR_DT,DATE,10
3653,1,9,CLM_LINE_HCPCS_CD,VARCHAR2,150
3653,1,10,BENE_EQTBL_BIC_HICN_NUM,VARCHAR2,150
3653,1,11,PRVDR_OSCAR_NUM,VARCHAR2,150
3653,1,12,CLM_FROM_DT,DATE,10
3653,1,13,CLM_THRU_DT,DATE,10
3653,1,14,CLM_LINE_SRVC_UNIT_QTY,NUMBER,150
3653,1,15,CLM_LINE_CVRD_PD_AMT,NUMBER,150
3653,1,16,HCPCS_1_MDFR_CD,VARCHAR2,150
3653,1,17,HCPCS_2_MDFR_CD,VARCHAR2,150
3653,1,18,HCPCS_3_MDFR_CD,VARCHAR2,150
3653,1,19,HCPCS_4_MDFR_CD,VARCHAR2,150
3653,1,20,HCPCS_5_MDFR_CD,VARCHAR2,150
