310,1,1,DataSource,VARCHAR2,50
310,1,2,MEMID,VARCHAR2,50
310,1,3,ENRID,VARCHAR2,20
310,1,4,RELFLAG,VARCHAR2,1
310,1,5,MEMFIRSTNAME,VARCHAR2,30
310,1,6,MEMLASTNAME,VARCHAR2,50
310,1,7,GENDER,VARCHAR2,1
310,1,8,DOB,DATE,8
310,1,9,ADDR1,VARCHAR2,50
310,1,10,ADDR2,VARCHAR2,50
310,1,11,CITY,VARCHAR2,50
310,1,12,STATE,VARCHAR2,2
310,1,13,ZIP,VARCHAR2,15
310,1,14,HOMEPHONE,VARCHAR2,20
310,1,15,WORKPHONE,VARCHAR2,20
310,1,16,COVTYPEID,VARCHAR2,20
310,1,17,COVTYPEDESC,VARCHAR2,50
310,1,18,EFFDATE,DATE,8
310,1,19,TERMDATE,DATE,8
310,1,20,CMSTATUS,VARCHAR2,20
310,1,21,PCPID,VARCHAR2,20
310,1,22,PCPNAME,VARCHAR2,70
310,1,23,STATUS,VARCHAR2,20
310,1,24,PLANTYPE,VARCHAR2,100
310,1,25,PLANNAME,VARCHAR2,200
310,1,26,MEMBER_MONTH,VARCHAR2,6
310,1,27,GroupID_AccountNumber,VARCHAR2,50
310,1,28,GroupName,VARCHAR2,50
310,1,29,SubGroupID_Division,VARCHAR2,50
310,1,30,SubGroupName,VARCHAR2,50
