3219,1,1,MEMID,VARCHAR2,200
3219,1,2,ENRID,VARCHAR2,200
3219,1,3,RELFLAG,VARCHAR2,200
3219,1,4,MEMFIRSTNAME,VARCHAR2,200
3219,1,5,MEMLASTNAME,VARCHAR2,200
3219,1,6,GENDER,VARCHAR2,200
3219,1,7,DOB,DATE,200
3219,1,8,ADDR1,VARCHAR2,200
3219,1,9,ADDR2,VARCHAR2,200
3219,1,10,CITY,VARCHAR2,200
3219,1,11,STATE,VARCHAR2,200
3219,1,12,ZIP,VARCHAR2,200
3219,1,13,HOMEPHONE,VARCHAR2,200
3219,1,14,WORKPHONE,VARCHAR2,200
3219,1,15,COVTYPEID,VARCHAR2,200
3219,1,16,COVTYPEDESC,VARCHAR2,200
3219,1,17,EFFDATE,DATE,200
3219,1,18,TERMDATE,DATE,200
3219,1,19,CMSTATUS,VARCHAR2,200
3219,1,20,PCPID,VARCHAR2,200
3219,1,21,PCPNAME,VARCHAR2,200
3219,1,22,STATUS,VARCHAR2,200
3219,1,23,PLANTYPE,VARCHAR2,200
3219,1,24,PLANNAME,VARCHAR2,200
3219,1,25,PROVTYPE,VARCHAR2,200
3219,1,26,LOCALPO,VARCHAR2,200
3219,1,27,PROGRAM,VARCHAR2,200
